player_name,player_steamid,event_name,tick,round
Luiz,76561198100001022,player_jump,63920,0
Luiz,76561198100001022,player_jump,63990,0
Luiz,76561198100001022,player_jump,64052,0
Erick,76561198000238678,player_jump,64118,0
Luiz,76561198100001022,player_jump,64126,0
Luiz,76561198100001022,player_jump,64188,0
Luiz,76561198100001022,player_jump,64286,0
Luiz,76561198100001022,player_jump,64358,0
AVARA KÉRABA,76561198397576589,player_jump,64402,0
Luiz,76561198100001022,player_jump,64436,0
Luiz,76561198100001022,player_jump,64508,0
Connan,76561198026214582,player_jump,64528,0
Luiz,76561198100001022,player_jump,64582,0
Connan,76561198026214582,player_jump,64592,0
Luiz,76561198100001022,player_jump,64652,0
Luiz,76561198100001022,player_jump,64718,0
Luiz,76561198100001022,player_jump,64788,0
Luiz,76561198100001022,player_jump,64854,0
Luiz,76561198100001022,player_jump,64918,0
Luiz,76561198100001022,player_jump,64982,0
Luiz,76561198100001022,player_jump,65042,0
Luiz,76561198100001022,player_jump,65106,0
Luiz,76561198100001022,player_jump,65170,0
Luiz,76561198100001022,player_jump,65230,0
Luiz,76561198100001022,player_jump,65292,0
Luiz,76561198100001022,player_jump,65352,0
Luiz,76561198100001022,player_jump,65416,0
Luiz,76561198100001022,player_jump,65480,0
Luiz,76561198100001022,player_jump,65542,0
Cujura,76561198051880621,player_jump,65660,0
Erick,76561198000238678,player_jump,65736,0
AVARA KÉRABA,76561198397576589,player_jump,65738,0
Siraissi,76561198178993731,player_jump,66044,0
Erick,76561198000238678,player_jump,66550,0
